# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
 16.24  0.57492E+00    33
 16.25  0.57260E+00    34
 16.26  0.56760E+00    35
 16.27  0.56259E+00    36
 16.28  0.55757E+00    38
 16.29  0.55255E+00    39
 16.30  0.54484E+00    41
 16.31  0.53711E+00    42
 16.32  0.52965E+00    44
 16.33  0.52191E+00    45
 16.34  0.51416E+00    46
 16.35  0.50370E+00    47
 16.36  0.49324E+00    48
 16.37  0.48275E+00    48
 16.38  0.47226E+00    49
 16.39  0.46175E+00    49
 16.40  0.45123E+00    49
 16.41  0.43800E+00    49
 16.42  0.42745E+00    49
 16.43  0.41419E+00    49
 16.44  0.40361E+00    49
 16.45  0.39031E+00    49
 16.46  0.37700E+00    50
 16.47  0.36638E+00    50
 16.48  0.35303E+00    50
 16.49  0.33967E+00    51
 16.50  0.32901E+00    51
 16.51  0.31562E+00    52
 16.52  0.30493E+00    52
 16.53  0.29150E+00    52
 16.54  0.28079E+00    52
 16.55  0.26777E+00    53
 16.56  0.25618E+00    53
 16.57  0.24487E+00    53
 16.58  0.23407E+00    53
 16.59  0.22301E+00    53
 16.60  0.21276E+00    53
 16.61  0.20280E+00    53
 16.62  0.19307E+00    53
 16.63  0.18360E+00    53
 16.64  0.17442E+00    53
 16.65  0.16603E+00    54
 16.66  0.15762E+00    54
 16.67  0.14948E+00    54
 16.68  0.14213E+00    54
 16.69  0.13507E+00    54
 16.70  0.12825E+00    55
 16.71  0.12197E+00    55
 16.72  0.11571E+00    55
 16.73  0.10997E+00    56
 16.74  0.10480E+00    57
 16.75  0.99344E-01    57
 16.76  0.94712E-01    59
 16.77  0.90350E-01    60
 16.78  0.85983E-01    62
 16.79  0.82164E-01    63
 16.80  0.78368E-01    65
 16.81  0.74789E-01    66
 16.82  0.71510E-01    68
 16.83  0.68227E-01    69
 16.84  0.65494E-01    69
 16.85  0.62731E-01    70
 16.86  0.59992E-01    70
 16.87  0.57528E-01    69
 16.88  0.55033E-01    69
 16.89  0.52840E-01    68
 16.90  0.50896E-01    66
 16.91  0.48699E-01    65
 16.92  0.47028E-01    62
 16.93  0.45104E-01    61
 16.94  0.43457E-01    59
 16.95  0.42088E-01    57
 16.96  0.40437E-01    56
 16.97  0.39064E-01    54
 16.98  0.37689E-01    53
 16.99  0.36592E-01    51
 17.00  0.35494E-01    50
 17.01  0.34394E-01    50
 17.02  0.33293E-01    49
 17.03  0.32191E-01    50
 17.04  0.31340E-01    50
 17.05  0.30264E-01    51
 17.06  0.29411E-01    52
 17.07  0.28585E-01    53
 17.08  0.27676E-01    54
 17.09  0.26809E-01    56
 17.10  0.25960E-01    58
 17.11  0.25085E-01    59
 17.12  0.24189E-01    60
 17.13  0.23309E-01    62
 17.14  0.22406E-01    63
 17.15  0.21450E-01    63
 17.16  0.20516E-01    63
 17.17  0.19522E-01    62
 17.18  0.18498E-01    61
 17.19  0.17467E-01    60
 17.20  0.16440E-01    59
 17.21  0.15382E-01    58
 17.22  0.14324E-01    56
 17.23  0.13260E-01    55
 17.24  0.12223E-01    55
 17.25  0.11154E-01    55
 17.26  0.10137E-01    56
 17.27  0.91167E-02    59
 17.28  0.80920E-02    62
 17.29  0.71031E-02    71
 17.30  0.61957E-02    80
 17.31  0.52644E-02    93
 17.32  0.44290E-02   120
 17.33  0.35669E-02   149
 17.34  0.27878E-02   217
 17.35  0.18864E-02   361
 17.36  0.20018E-02   464
 17.37  0.12653E-02   467
 17.38  0.65935E-02   707
 17.39  0.70697E-02   707
 17.40  0.71225E-02   707
 17.41  0.67224E-02   707
 17.42  0.58199E-02   707
 17.43  0.45633E-02   707
 17.44  0.30411E-02   707
 17.45  0.12565E-02   707
 17.46  0.32659E-02  1000
 17.47  0.67398E-03   707
 17.48  0.18510E-02   707
 17.49  0.25351E-02   707
 17.50  0.29103E-02   707
 17.51  0.39355E-02   594
 17.52  0.38310E-02   582
 17.53  0.31693E-02   568
 17.54  0.26594E-02   552
 17.55  0.22225E-02   533
 17.56  0.18262E-02   512
 17.57  0.14555E-02   487
 17.58  0.10516E-02   460
 17.59  0.12147E-02   475
 17.60  0.10998E-02   432
 17.61  0.10027E-02   388
 17.62  0.91999E-03   348
 17.63  0.85230E-03   313
 17.64  0.76913E-03   295
 17.65  0.63472E-03   281
 17.66  0.59495E-03   280
 17.67  0.54408E-03   279
 17.68  0.49344E-03   277
 17.69  0.44449E-03   277
 17.70  0.39840E-03   276
 17.71  0.34672E-03   276
 17.72  0.32387E-03   285
 17.73  0.30216E-03   285
 17.74  0.28410E-03   284
 17.75  0.26824E-03   284
 17.76  0.25348E-03   284
 17.77  0.23747E-03   284
 17.78  0.22385E-03   283
 17.79  0.21167E-03   283
 17.80  0.20094E-03   282
 17.81  0.19182E-03   283
 17.82  0.18312E-03   282
 17.83  0.17533E-03   281
 17.84  0.16823E-03   281
 17.85  0.16192E-03   282
 17.86  0.15589E-03   281
 17.87  0.15054E-03   282
 17.88  0.14508E-03   280
 17.89  0.14248E-03   281
 17.90  0.13979E-03   280
 17.91  0.13737E-03   281
 17.92  0.13488E-03   278
 17.93  0.13268E-03   279
 17.94  0.13042E-03   279
 17.95  0.12816E-03   279
 17.96  0.14402E-03   268
 17.97  0.14880E-03   268
 17.98  0.15001E-03   267
 17.99  0.14938E-03   267
 18.00  0.14852E-03   268
